CLIENTNUM,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Customer_Age,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
717727308,0,0,5,1,4,0,1,6,2,2,1,1,4,0,2,3,4,7,2,2
718445883,0,0,5,1,4,0,1,3,2,4,3,1,6,5,2,3,2,0,8,3
795997908,0,1,3,1,3,0,2,6,3,3,0,1,1,3,4,5,3,5,7,2
710159658,0,1,3,1,0,0,5,5,2,2,0,1,5,8,1,4,2,7,5,1
716068683,0,1,5,0,5,0,0,3,3,3,0,1,1,3,4,4,3,9,8,2
778844433,0,1,6,2,3,0,5,3,2,1,1,1,1,4,4,2,3,7,6,2
715161633,0,0,3,2,1,0,4,6,3,3,0,2,6,6,2,4,3,9,6,2
773270058,0,1,3,1,3,0,5,4,2,3,3,3,1,0,4,1,2,0,4,0
714120258,0,1,5,0,3,0,2,3,3,2,0,1,2,3,2,4,3,5,9,6
720076458,0,1,5,1,3,0,2,6,2,4,3,3,7,0,4,2,2,0,8,0
720693033,1,1,6,1,2,0,1,1,3,4,0,1,6,0,4,0,0,0,1,0
719978583,0,1,3,1,2,0,2,4,1,3,0,2,6,0,2,1,3,7,6,0
712784058,1,0,3,0,5,0,2,6,4,3,0,1,1,6,4,4,0,0,0,2
717261708,0,1,6,1,3,0,1,4,2,3,2,1,1,1,4,1,2,2,2,2
803665983,0,1,6,1,2,0,0,3,2,4,2,2,2,5,2,2,4,8,2,7
815838633,0,1,6,1,2,0,1,3,2,3,0,1,4,5,2,3,2,4,1,4
826706208,0,1,2,2,3,0,3,6,2,3,3,3,1,0,4,4,4,6,6,0
721218408,0,1,3,1,0,0,4,6,3,4,2,2,4,3,2,4,2,4,0,4
779484408,0,1,6,1,2,0,1,6,1,2,0,0,1,1,4,5,3,5,6,2
710416533,0,0,6,2,1,0,3,4,1,1,3,3,2,7,2,5,3,5,5,4
719706483,0,1,3,1,0,0,3,6,3,2,0,0,3,1,1,1,2,3,0,1
712206858,0,1,2,1,0,0,3,3,3,2,0,1,5,5,1,5,3,3,9,2
709886583,0,0,3,2,4,0,2,5,2,1,0,1,6,7,3,4,3,9,4,2
711040758,0,1,5,2,1,0,0,4,3,3,0,1,6,0,3,4,3,11,8,0
817197333,0,0,5,2,5,0,1,6,2,3,0,0,7,7,4,4,3,4,1,2
718929708,0,0,2,1,4,0,0,4,2,2,3,3,4,3,2,2,2,0,5,4
721150833,0,1,2,2,3,0,1,6,2,5,0,0,6,4,2,4,3,9,4,3
714514983,0,0,2,1,4,0,5,3,6,4,0,1,6,5,2,4,4,8,3,3
779888658,0,1,5,1,3,0,1,6,1,1,3,2,1,5,4,0,2,2,1,2
715883358,0,1,0,1,3,0,3,3,3,2,2,2,1,3,4,4,2,0,9,2
713363583,0,1,5,2,0,0,2,3,1,2,0,0,4,5,2,4,3,7,9,4
772935108,0,1,6,0,3,3,1,3,2,3,0,2,5,7,1,4,2,0,7,1
820075983,0,1,2,2,4,0,0,4,3,2,0,0,2,3,0,0,2,4,1,7
721502958,0,1,3,1,0,0,1,5,3,3,3,2,4,4,2,2,2,0,0,4
708596283,0,0,5,2,4,0,3,3,2,2,0,0,4,1,2,2,3,8,4,3
710325258,0,1,6,1,3,3,1,6,1,0,2,1,5,4,1,1,3,7,1,2
708823908,0,1,2,2,2,0,3,4,1,3,0,1,1,2,4,4,4,6,6,2
826401858,0,0,5,0,4,0,0,3,2,3,0,1,4,3,2,4,2,6,2,3
709554483,0,0,2,1,4,0,1,5,1,3,2,1,4,6,2,0,2,0,8,4
710545158,0,1,6,2,0,0,3,6,3,2,0,1,1,0,4,4,4,7,6,0
788621658,0,1,0,1,2,0,1,6,3,2,3,1,2,3,0,4,2,0,4,7
716713533,0,1,4,2,3,0,3,5,2,2,2,2,1,1,4,1,3,5,8,2
712338033,0,1,3,1,3,0,2,4,2,4,0,1,1,3,4,4,2,2,6,2
711639708,0,1,2,2,2,0,3,6,2,2,0,1,0,0,2,4,2,3,8,0
720216108,0,0,0,0,4,0,2,4,3,3,0,0,2,5,0,4,3,6,7,7
718708908,0,1,2,1,2,0,4,6,2,4,3,1,6,5,2,1,2,0,7,3
802890333,0,1,5,1,1,0,1,5,1,3,3,3,2,3,2,0,2,0,7,6
712965183,0,0,2,1,4,0,2,5,2,3,3,3,2,5,2,0,0,0,6,6
796170933,0,1,5,2,3,0,2,6,2,4,3,3,3,0,1,5,4,7,7,0
712816833,0,0,3,1,5,0,0,4,1,2,3,3,4,4,2,0,2,0,7,4
814829583,0,0,6,2,4,0,3,6,1,3,0,1,6,0,2,4,4,8,4,0
798769458,0,0,3,2,4,0,1,3,1,2,0,0,4,7,2,4,3,11,7,2
818034558,0,1,6,3,2,0,2,5,3,3,0,2,1,3,4,4,2,2,7,2
719483358,0,1,0,1,1,0,1,3,2,2,0,0,6,3,2,4,3,4,8,2
719647383,0,1,2,1,3,0,2,5,2,2,0,1,4,3,2,4,2,4,1,3
714909108,0,0,2,2,4,0,3,5,3,3,0,1,4,2,2,4,3,7,4,2
793678608,0,1,2,2,3,3,4,5,1,4,0,2,5,0,1,4,4,5,6,0
720854358,0,1,6,1,1,0,0,4,1,4,0,0,4,5,2,0,2,4,1,4
709126833,0,1,0,3,0,0,3,3,2,1,0,1,1,5,4,4,4,10,7,2
788896983,0,1,2,1,2,0,2,6,3,2,2,2,6,1,3,3,2,0,6,2
715731033,0,1,2,2,0,0,3,3,1,3,1,2,5,7,1,4,4,9,3,1
717636933,0,0,0,0,1,0,5,3,1,1,0,2,4,0,2,2,4,5,9,0
772658658,0,1,3,2,2,0,2,6,3,4,3,3,2,0,2,4,4,9,3,0
755943033,0,0,2,2,4,0,2,4,1,1,0,1,2,1,2,2,2,4,8,4
772399983,0,1,0,2,3,3,2,3,1,4,3,2,5,2,1,4,2,0,3,1
826130133,0,1,2,1,0,0,2,6,2,4,3,3,3,4,1,1,0,0,3,2
719238183,0,0,2,1,4,0,3,3,2,3,3,1,2,1,2,1,2,3,4,4
802666083,0,0,5,3,4,0,2,3,2,2,0,2,2,0,2,5,4,6,6,0
713682708,0,1,0,0,1,0,2,5,1,2,0,1,7,2,4,4,4,5,6,2
712774008,0,1,5,1,4,0,0,6,1,2,3,2,4,6,2,0,2,0,3,5
717627333,0,0,4,1,1,0,2,5,1,4,2,2,2,5,0,0,2,0,0,7
779542608,0,1,5,2,3,0,4,3,3,2,0,1,5,2,1,4,2,2,2,1
715322958,0,0,6,1,5,0,3,4,2,1,0,1,6,3,2,2,4,7,6,2
779100408,0,0,4,1,4,0,1,6,2,0,0,0,2,2,0,4,3,6,5,6
715352883,0,0,4,2,5,0,2,3,3,2,1,1,3,0,1,3,4,7,1,0
789963033,1,0,2,2,4,0,1,3,5,5,3,2,0,0,2,3,2,2,1,0
710687508,0,1,3,1,4,0,0,6,3,1,3,3,2,4,2,4,2,3,9,6
789656358,0,0,2,1,1,0,5,5,2,1,1,1,7,1,4,4,4,8,4,2
715720083,0,1,6,2,3,0,5,6,2,3,0,2,1,0,4,4,3,9,3,0
716584158,0,1,3,1,3,0,4,6,1,2,2,2,1,6,4,4,2,3,8,2
815727183,0,1,3,2,3,0,3,6,1,1,0,1,6,2,2,4,3,6,8,2
717066408,0,1,2,1,2,0,2,3,1,4,0,1,6,3,2,5,2,6,7,2
708104658,0,1,2,3,1,0,1,4,3,2,0,1,0,7,2,5,3,4,9,4
718016808,0,0,6,1,4,0,0,3,1,0,3,3,2,1,2,0,2,0,8,4
814571058,0,0,0,2,4,0,1,4,3,0,0,0,4,6,2,3,3,6,7,6
714757908,0,1,2,1,0,3,4,4,1,3,0,1,5,2,1,4,2,5,0,1
710345808,0,1,5,0,3,0,4,6,2,2,0,1,3,5,1,2,2,2,9,2
814752558,0,1,5,1,1,0,1,5,3,3,1,2,2,1,2,4,2,6,4,4
721284258,0,1,6,1,3,0,2,4,1,3,2,2,6,6,2,1,2,2,3,3
719336583,0,1,5,1,0,0,2,3,3,3,3,2,3,2,1,1,2,0,2,1
797638383,0,0,3,1,4,0,4,4,3,2,1,2,4,5,2,2,4,8,4,3
708434733,0,1,2,1,2,0,1,6,3,3,3,3,6,5,2,4,0,0,6,3
711802758,0,1,2,1,1,0,1,4,1,2,3,3,6,4,2,2,2,3,0,2
720620058,0,1,3,3,3,0,4,4,3,2,0,1,3,3,4,4,2,4,6,2
819169683,0,1,6,1,1,0,2,3,2,2,0,1,4,3,2,4,2,0,8,4
709757583,0,1,6,1,0,0,0,5,2,1,0,1,4,3,2,4,2,4,8,4
789307833,0,1,0,3,0,0,4,5,3,3,0,1,6,3,3,4,2,5,5,2
823912308,0,0,2,1,4,0,3,5,1,0,0,1,4,4,2,3,2,0,5,4
720746208,0,1,2,1,3,0,1,6,1,1,2,2,2,5,2,0,2,0,1,6
709121283,0,1,5,1,4,0,3,3,3,2,3,1,2,1,0,0,2,0,4,7
714093108,0,0,3,2,1,0,2,3,3,3,3,1,6,1,2,4,2,5,2,2
718368333,0,1,0,3,4,0,0,6,1,2,0,0,6,7,2,4,3,6,2,2
806752533,0,0,4,2,4,0,1,4,1,3,0,0,4,3,2,4,3,5,3,4
758521983,0,1,6,1,3,0,1,3,2,2,0,1,7,1,4,2,2,2,3,2
779473308,0,1,5,2,2,0,0,4,3,3,0,0,6,0,3,4,2,7,1,0
709376508,0,0,0,1,4,0,1,3,3,2,3,3,4,1,2,2,2,3,4,3
712589658,0,0,5,3,4,3,4,5,2,2,0,1,1,4,4,4,2,0,1,2
712141683,0,0,3,2,4,0,3,4,2,1,0,1,4,7,2,4,3,6,7,2
712494108,0,1,4,2,2,3,2,3,3,4,0,1,5,4,1,0,2,4,1,2
721350783,0,1,3,1,3,0,2,6,3,4,3,2,6,5,2,4,2,2,7,3
710133858,0,0,2,3,4,0,1,5,1,1,0,1,6,4,2,4,4,6,2,2
719152383,0,0,5,1,4,0,4,5,1,4,0,1,2,2,2,5,3,5,9,4
715174158,0,1,0,1,3,0,1,4,1,0,0,1,3,3,1,4,3,4,8,2
780040758,0,0,0,1,1,0,4,5,3,2,0,0,2,4,2,4,2,4,9,5
719525358,0,1,2,2,3,0,0,4,3,3,2,2,6,4,2,2,3,9,4,2
710892408,0,0,3,1,4,0,1,6,2,2,3,1,4,1,2,0,2,0,2,3
713295183,0,1,2,0,3,0,2,6,2,3,0,1,3,4,4,4,4,8,7,2
789871233,0,1,3,1,3,0,3,5,3,2,1,2,2,2,2,2,4,9,2,4
712663533,0,1,3,2,1,0,4,6,4,2,0,1,2,3,2,4,4,6,7,5
820906233,0,1,2,1,1,0,2,5,2,2,0,2,6,5,2,4,3,6,6,2
821163408,0,1,6,1,3,0,3,5,3,3,0,1,1,3,4,4,3,5,8,2
708947208,0,1,2,2,3,0,2,4,3,1,0,0,4,5,2,4,3,8,4,5
715261458,0,0,2,2,4,0,1,6,2,4,0,1,6,0,3,4,3,4,7,0
789310833,0,0,0,0,1,0,3,5,2,5,0,1,4,4,2,4,3,6,4,3
818294958,0,1,0,1,0,0,2,3,3,2,2,3,3,7,1,4,4,9,6,1
713902983,0,0,3,1,4,0,3,4,3,1,0,1,2,2,0,1,4,9,3,7
771693933,0,0,2,1,4,0,1,6,6,4,3,3,4,5,2,0,2,0,7,5
827984658,1,1,4,1,3,0,3,3,0,4,1,2,3,0,1,2,2,2,0,0
789012633,0,0,2,2,4,0,0,3,2,1,0,0,4,8,2,4,3,7,7,2
807237783,0,1,5,2,2,0,3,5,3,5,1,2,1,8,4,2,4,7,6,1
803408733,0,1,3,0,2,0,2,6,1,4,0,1,2,2,2,2,2,5,4,4
824667708,0,0,2,2,4,0,1,6,3,3,0,1,2,8,2,4,3,11,8,3
807165033,0,1,4,2,2,0,3,3,1,5,1,2,1,0,4,4,4,5,7,0
809984133,0,1,1,2,0,0,2,3,3,5,0,1,3,4,1,4,3,7,6,2
718949433,0,0,0,2,5,3,3,3,2,2,0,1,5,7,1,4,3,10,7,1
751227183,0,1,6,2,3,0,2,3,3,5,0,1,6,3,2,4,2,4,8,2
716331408,1,0,6,1,4,0,4,1,4,5,2,1,2,0,2,4,2,0,0,0
714199983,0,1,5,2,2,1,3,5,2,5,0,2,5,5,1,4,4,7,6,2
774172158,0,1,6,2,2,0,1,3,1,2,0,0,3,5,4,3,3,7,8,2
708171858,0,0,4,1,1,0,3,5,2,3,0,1,2,8,2,5,3,3,9,4
709074108,0,1,0,2,2,0,2,5,2,5,0,0,3,7,4,4,3,8,6,1
721304133,0,0,3,1,4,0,4,4,1,3,0,1,4,3,2,4,2,4,9,3
787430733,0,0,3,1,1,0,2,5,3,2,3,2,2,3,2,4,2,0,0,4
711225933,0,1,3,0,4,0,1,5,3,4,0,1,2,4,0,3,2,6,2,7
717478983,0,0,5,0,4,0,2,6,2,0,0,0,4,4,2,4,3,7,7,5
720949083,0,0,5,2,4,0,3,5,3,5,0,1,4,6,2,4,4,4,6,7
712851108,0,0,3,1,5,0,3,5,1,5,2,1,1,5,4,2,3,4,4,2
713151258,0,1,2,2,1,0,3,4,1,4,3,1,4,0,2,4,4,7,4,0
799731033,0,0,1,2,4,0,2,3,3,2,0,1,0,0,2,4,3,11,8,0
822138333,0,0,2,2,1,0,0,4,3,5,3,3,6,7,2,1,4,7,5,2
708532308,0,1,5,2,2,0,2,4,2,2,0,1,7,6,4,5,3,7,9,2
713718558,0,1,2,1,1,0,3,6,2,5,0,1,2,0,2,4,3,6,8,0
778939683,0,0,5,1,4,0,3,4,3,2,0,1,4,7,2,2,2,2,9,3
713322633,0,1,2,1,1,0,1,4,3,3,3,2,2,6,0,1,2,2,4,7
754671558,0,0,6,2,4,0,3,6,1,4,1,2,4,4,2,2,2,4,6,5
719291283,0,0,3,2,4,0,4,5,1,2,0,1,2,3,2,4,3,6,8,6
720659283,0,1,2,1,2,0,5,5,3,4,0,1,4,4,2,4,2,3,4,4
719535558,0,1,0,0,1,0,4,5,1,1,0,1,6,4,2,4,4,8,5,3
771032658,0,1,6,1,3,0,3,3,3,2,3,2,7,3,4,1,2,2,1,2
709468683,0,0,3,1,4,0,0,6,2,2,3,3,2,2,2,2,2,2,2,5
719455908,0,1,2,1,3,0,3,3,3,3,0,2,3,0,1,4,4,8,7,0
816890883,0,1,5,2,2,0,2,6,3,3,0,1,1,1,4,4,2,8,1,2
709826058,0,1,6,1,3,0,2,3,1,1,1,1,5,5,1,4,2,0,4,2
735008958,0,1,6,1,2,0,5,6,3,2,0,1,1,1,4,4,2,4,6,2
713766183,0,1,5,2,3,0,0,5,3,4,1,1,1,6,4,4,4,10,5,2
719148633,0,0,2,1,4,0,2,6,2,4,2,2,2,5,0,1,2,0,6,7
789266208,0,1,3,1,3,0,2,3,2,3,3,2,6,3,2,1,2,0,0,2
718373658,0,1,0,2,2,0,3,6,3,0,0,1,6,5,2,4,4,10,7,3
712255458,0,1,3,2,2,0,3,3,1,5,0,1,6,5,2,4,3,6,6,2
789494133,0,1,3,1,4,0,0,5,4,3,0,0,2,1,2,5,2,4,2,4
714178458,0,1,4,1,3,0,3,3,3,2,0,1,1,3,4,1,2,4,0,2
717595908,0,1,3,1,2,0,1,5,1,1,3,1,7,5,3,2,2,3,1,2
798114033,0,1,2,1,2,0,2,4,2,4,0,2,6,3,2,4,3,5,6,2
709479558,0,0,0,2,4,0,4,3,2,1,0,1,2,5,2,4,3,11,7,6
778148283,0,1,1,2,0,0,2,5,2,1,0,2,1,8,4,4,4,8,3,2
719363283,0,0,1,2,4,0,0,3,1,2,3,1,0,0,2,4,2,3,0,0
716225433,0,1,5,2,3,0,1,6,3,4,3,3,3,6,1,4,3,7,4,2
719882583,0,1,2,2,2,0,5,3,3,5,0,1,1,5,4,4,4,7,5,2
711076533,0,1,0,0,4,0,0,5,3,2,3,2,7,5,3,4,3,5,6,2
820651908,0,0,2,2,1,0,3,5,2,4,0,2,6,0,3,4,3,6,6,0
710884683,0,1,2,1,3,3,4,6,2,5,0,2,5,7,1,4,4,10,9,1
797468658,0,1,3,1,0,0,3,5,1,3,2,3,1,5,4,0,2,0,1,2
716375883,0,0,5,1,5,0,3,6,2,2,2,1,2,3,2,1,2,2,1,5
711534183,0,1,3,2,3,0,2,4,2,4,0,1,3,0,1,4,4,5,8,0
721083258,0,0,3,0,1,0,4,5,1,3,0,0,2,3,2,4,2,3,8,5
717986058,0,0,3,2,4,0,0,6,3,5,0,0,6,3,2,5,3,6,7,2
804610908,0,0,1,1,4,0,2,4,3,0,1,2,4,4,2,1,3,7,4,4
717602733,0,1,1,2,4,0,3,4,3,2,0,1,2,0,2,4,4,7,5,0
770952933,0,0,6,1,4,0,1,4,2,4,2,2,2,4,0,2,2,0,6,7
713233908,0,1,2,0,2,0,2,5,3,3,0,0,1,0,4,4,3,12,7,0
755365233,0,1,2,3,2,0,1,5,2,4,0,1,1,3,4,4,4,12,7,2
715105908,0,0,2,2,5,3,0,3,3,3,0,0,3,1,1,4,2,6,8,1
712658283,0,0,2,2,1,0,3,3,2,3,0,1,4,7,2,5,3,11,4,2
708796458,0,0,2,2,4,0,2,3,1,4,0,0,4,4,2,4,3,7,7,4
713557533,0,1,3,2,1,0,3,4,1,3,0,0,4,3,2,4,3,10,8,3
710524533,1,0,0,1,1,0,4,4,4,4,0,1,4,6,2,0,0,0,0,4
713412558,0,0,4,1,4,0,4,3,3,1,0,0,6,8,2,4,3,7,6,2
720000708,0,0,2,1,5,0,0,3,3,2,0,1,2,2,2,5,3,7,1,5
718934058,0,1,1,2,1,0,2,4,3,2,0,1,4,6,0,4,2,4,2,7
710607408,0,0,3,2,5,0,3,3,1,4,0,1,1,3,4,5,4,12,7,2
717613233,0,1,5,1,2,3,4,5,2,4,0,1,3,7,1,2,2,5,7,1
821710308,0,0,5,2,4,0,3,5,3,2,0,1,2,5,0,3,2,0,6,7
716089983,0,1,2,2,1,0,0,3,1,4,0,0,1,3,4,4,2,3,6,2
720430083,0,1,3,3,4,0,0,3,3,2,3,1,2,8,2,4,4,7,2,4
712071708,0,0,2,1,4,0,0,6,3,4,3,1,2,2,2,1,2,0,2,5
770721858,0,1,2,1,4,0,1,3,2,5,3,3,4,6,2,0,2,0,5,6
751381458,0,0,0,1,5,0,3,3,3,4,0,1,3,7,1,1,4,8,7,1
715629783,0,1,2,1,1,3,1,6,2,2,2,1,1,8,4,4,4,6,7,2
768886533,0,1,2,1,2,0,3,3,1,3,0,1,4,1,2,5,3,5,8,2
711023508,0,0,2,1,5,0,1,5,4,2,3,2,4,2,2,0,2,0,1,3
711291558,0,1,5,2,2,0,0,4,3,3,0,1,2,0,2,1,3,4,1,0
714929283,0,0,3,1,1,0,0,5,1,3,0,1,4,5,2,5,3,4,4,5
716285358,0,0,0,0,4,0,1,3,5,4,0,1,2,8,2,4,3,10,2,4
710958033,0,0,5,2,4,0,5,3,2,2,1,2,2,0,2,1,4,9,6,0
711368283,0,1,6,1,3,0,2,3,3,2,0,1,5,3,1,5,3,4,9,1
807275733,0,1,4,2,5,0,0,5,2,2,0,0,6,7,2,1,2,0,0,2
708231183,0,1,5,0,5,0,1,5,3,4,0,0,1,7,4,4,3,8,6,2
789690483,0,1,3,1,3,0,4,6,2,3,0,0,6,0,3,5,3,2,9,0
789338583,0,1,1,1,3,0,2,4,2,2,0,1,3,8,1,5,2,0,4,1
717411483,0,1,0,0,3,0,4,4,2,3,3,1,5,1,1,4,4,7,7,1
720799608,0,0,2,1,1,0,2,5,1,2,3,3,4,3,2,1,2,0,0,4
714112383,0,1,2,1,0,0,2,6,3,2,2,2,6,5,2,2,2,0,6,3
717994608,0,1,2,1,3,0,0,4,3,2,2,2,6,0,3,4,2,5,8,0
798558783,0,1,2,1,4,0,3,6,1,4,0,2,6,3,2,1,4,8,2,2
716875083,0,0,3,2,1,0,0,6,3,4,0,1,4,0,2,4,2,3,0,0
714603558,0,1,3,2,1,0,2,6,2,3,0,0,7,4,4,4,2,3,8,2
789903708,0,0,5,2,1,0,2,6,3,2,0,1,4,3,2,2,4,7,4,3
801989733,0,1,5,2,2,0,2,6,3,2,3,3,6,1,2,5,4,9,4,2
789504183,0,1,2,2,0,0,4,3,3,4,0,1,5,0,1,2,3,6,7,0
714574083,0,0,2,2,4,0,3,3,2,3,0,1,4,5,2,4,2,4,6,6
717978033,0,0,3,2,4,0,1,5,3,4,0,1,6,3,2,4,3,8,6,2
711256908,0,1,3,2,2,0,2,6,3,3,0,1,7,7,4,4,4,10,5,2
721023708,0,1,5,1,2,0,4,3,3,3,0,1,1,0,4,4,2,6,0,0
714522258,0,0,2,1,4,0,2,6,3,2,3,3,4,3,2,1,2,0,1,3
714247458,0,0,5,2,5,0,4,6,2,2,3,2,6,5,2,0,3,7,3,2
780416433,0,1,6,1,4,0,2,4,1,3,0,0,6,7,3,5,2,2,5,2
713644758,0,1,2,2,0,0,3,6,2,3,1,1,6,5,2,4,4,8,3,2
712700358,0,0,5,2,4,0,4,4,3,2,0,1,2,2,2,4,2,5,6,5
779873508,0,0,3,1,4,0,0,5,3,4,2,1,4,4,2,4,4,5,8,4
779342958,0,0,0,1,1,0,0,2,3,3,0,0,2,8,2,4,4,11,5,4
711738333,0,1,2,1,3,0,2,6,2,3,0,0,6,4,2,5,2,3,8,2
709413933,1,1,3,2,1,0,2,2,6,4,3,2,2,7,2,2,2,3,4,2
720323208,0,1,2,1,0,3,2,6,2,4,0,1,5,5,1,4,4,11,6,2
708132783,0,0,5,2,5,0,3,6,2,2,0,2,1,1,4,4,4,7,6,2
713372583,0,0,3,2,4,0,4,3,2,0,0,0,0,0,2,4,4,7,2,0
710092683,0,1,0,1,3,0,2,2,3,2,0,1,4,2,2,2,2,3,6,3
779284833,0,1,4,2,2,0,2,3,3,1,3,1,1,4,4,4,4,6,6,2
713426358,0,0,0,1,5,0,0,3,2,3,0,1,6,0,2,5,2,6,8,0
717132633,0,1,5,2,1,0,0,3,2,2,3,3,6,3,2,5,3,6,6,2
714967233,1,1,1,1,0,0,2,3,2,3,2,1,7,0,4,4,2,3,4,0
767587833,0,1,6,2,0,0,3,3,1,5,0,1,4,5,2,4,4,8,1,5
714954033,0,0,4,2,4,0,0,5,2,3,0,1,6,1,2,4,3,5,4,2
716154258,0,1,1,3,2,3,4,3,2,2,0,2,3,3,1,4,2,0,3,1
755399433,0,1,5,1,3,0,3,6,1,2,0,1,3,7,1,2,4,7,6,1
709876008,0,0,4,2,4,0,2,3,1,3,1,1,4,3,2,2,2,4,9,3
709918158,0,1,3,1,3,0,3,5,6,1,0,0,1,0,4,4,2,4,3,0
713350908,0,0,5,1,1,0,2,5,3,3,0,1,2,4,2,4,4,7,6,6
715759458,0,1,2,2,3,0,3,6,2,4,0,1,1,0,4,5,4,8,6,0
713976258,0,0,2,2,4,0,3,4,1,3,2,2,2,8,2,5,3,6,6,4
790174608,0,1,1,2,3,0,1,6,3,2,0,1,1,1,4,4,3,7,7,2
771335358,0,1,0,0,1,0,2,3,3,4,0,0,6,5,2,4,3,4,6,2
708382083,0,1,3,1,3,0,5,6,2,2,1,1,2,0,2,4,3,5,2,0
771829758,0,1,5,1,3,0,3,6,3,3,0,0,1,2,4,2,2,3,4,2
767333808,0,0,2,3,4,0,2,5,3,4,1,2,4,0,2,4,4,8,4,0
721385433,0,1,6,1,4,0,0,3,3,4,3,3,2,1,2,0,2,2,4,3
794293908,0,0,0,2,5,0,3,3,2,3,0,1,6,3,3,4,3,7,8,2
720409608,0,1,3,1,0,0,3,6,2,3,0,1,3,5,1,2,2,2,6,2
717830583,0,1,2,1,3,0,2,6,3,3,0,1,7,5,3,3,4,11,5,2
715455708,0,1,2,2,3,0,3,3,3,2,0,1,6,3,2,4,2,4,5,2
719108358,0,1,4,1,3,0,2,5,2,1,0,1,1,6,4,5,3,5,8,2
769323183,0,1,5,2,0,0,4,6,2,3,2,2,1,6,4,4,2,3,7,2
820020258,0,0,3,2,1,0,1,5,3,4,3,2,6,7,2,4,2,2,0,2
719234883,0,1,2,2,0,0,3,5,3,3,3,3,3,5,1,4,4,11,7,2
807349158,0,1,1,0,0,0,4,4,3,4,0,1,5,3,1,4,2,5,8,1
710799783,0,1,6,1,0,0,2,4,3,4,0,1,1,4,4,5,3,5,4,2
778456983,0,0,6,2,4,0,2,5,3,3,0,0,2,1,2,0,2,4,0,4
708644208,0,0,2,2,1,0,2,5,2,4,0,1,6,0,2,4,3,9,4,0
711659958,0,0,2,1,1,0,0,4,2,1,3,3,2,4,2,4,2,0,8,5
798988983,0,0,5,1,4,0,2,6,3,2,2,2,6,5,2,4,4,9,8,2
710760258,0,0,3,1,4,0,3,4,3,4,1,2,0,0,2,5,4,10,5,0
799700208,0,1,2,2,2,3,2,5,1,1,0,1,3,3,1,4,4,7,7,2
772401933,0,0,6,2,4,0,1,3,3,2,0,1,2,0,2,4,4,6,7,0
787460883,1,1,5,1,1,0,3,3,3,4,0,1,7,0,4,1,0,0,0,0
770937183,0,0,2,2,4,3,4,3,1,2,0,1,7,5,4,4,4,11,8,2
715468083,0,0,1,1,5,3,2,3,2,4,0,1,5,3,1,2,3,7,5,1
807161508,0,1,6,2,4,0,1,6,3,2,0,0,2,3,2,2,3,4,1,5
772268058,0,0,5,2,4,0,4,5,2,3,0,1,2,3,2,4,3,7,6,4
710166783,0,0,2,1,4,0,1,3,3,0,1,1,6,0,3,4,4,10,6,0
804820233,0,1,6,0,3,0,2,6,3,2,0,1,7,4,4,2,3,6,8,2
708758658,0,1,2,1,3,0,4,5,1,1,1,2,5,0,1,4,4,9,8,0
714011358,0,1,2,0,3,0,3,5,1,3,0,0,1,0,4,4,3,5,4,0
712401033,0,1,6,2,4,0,1,4,3,1,0,0,0,7,2,4,2,5,6,5
771212508,0,0,6,2,4,0,2,6,3,4,0,0,6,1,2,4,3,12,7,2
821150958,0,1,2,2,3,0,5,3,1,1,2,3,2,7,2,2,3,7,6,3
792272658,0,1,2,2,3,0,3,3,3,4,0,1,1,1,4,4,4,8,7,2
809818008,0,1,5,1,3,0,3,3,3,5,0,1,1,3,4,2,2,5,1,2
803231058,0,1,3,2,4,0,3,5,1,1,2,3,4,3,2,0,4,7,6,3
715698633,0,0,6,1,4,0,2,3,1,1,0,1,6,5,2,4,2,5,3,4
720450108,0,1,2,1,1,0,1,5,1,1,3,2,0,0,2,2,2,0,4,0
719076858,0,1,0,2,2,0,4,5,1,2,0,0,2,4,0,4,3,10,7,7
720016308,0,0,6,2,4,0,1,4,2,2,3,3,2,2,2,4,4,9,6,5
712443558,0,0,0,2,5,0,1,6,1,1,0,1,1,0,4,3,2,5,6,0
711835758,0,1,2,1,0,0,3,4,5,3,1,2,5,5,1,0,2,0,0,2
709284333,0,1,5,0,0,0,1,6,3,2,0,1,6,8,2,4,3,6,8,2
788122533,0,0,2,1,4,0,1,6,2,2,3,3,0,0,2,4,2,0,8,0
709206333,1,0,2,2,1,0,4,3,4,4,0,1,4,0,2,0,2,2,3,0
713039808,0,1,0,1,4,0,4,3,2,1,0,1,6,0,3,4,2,4,4,0
801700233,0,1,2,2,0,0,2,4,3,0,0,1,4,5,2,4,3,8,6,6
716815308,0,0,5,1,4,0,2,4,2,5,0,1,4,3,2,5,4,7,7,3
821149008,1,1,2,2,3,0,2,6,2,4,2,3,5,0,1,1,2,2,4,0
720580383,0,0,2,1,4,0,3,3,2,4,1,1,0,0,2,4,4,10,8,0
780202908,0,0,2,2,4,0,2,3,3,4,2,2,6,3,2,1,3,7,3,2
787504158,0,0,6,1,4,0,0,4,3,2,0,0,2,5,0,4,2,3,1,7
