Attrition_Flag,Gender,Dependent_count,Marital_Status,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,bin_Credit_Limit,bin_Total_Revolving_Bal,bin_Total_Trans_Ct,bin_Total_Ct_Chng_Q4_Q1,bin_Avg_Utilization_Ratio,Education_Level_0,Education_Level_1,Education_Level_2,Education_Level_3,Education_Level_4,Education_Level_5,Education_Level_6,Income_Category_0,Income_Category_1,Income_Category_2,Income_Category_3,Income_Category_4,Income_Category_5,Card_Category_0,Card_Category_1,Card_Category_2,Card_Category_3
0,0,3,0,3,3,2,2420.0,1422,24,0.714,0.588,2,2,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,0,1,3,4,2,4252.0,0,45,0.324,0.0,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,5,2,4,2031.0,1069,47,0.621,0.526,2,8,3,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,4,1,2,6861.0,1598,39,0.95,0.233,6,3,2,8,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,1,4,2,4,3327.0,0,36,0.636,0.0,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,1,5,1,3,2885.0,1433,23,0.769,0.497,4,2,0,7,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,2,1,4,3,3,7272.0,2037,56,0.697,0.28,6,5,5,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,0,5,3,4,34516.0,0,60,0.714,0.0,5,0,5,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,5,3,3,2515.0,1922,58,0.611,0.764,2,4,5,4,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,1,3,2,2,2798.0,1806,35,0.591,0.645,2,4,0,4,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,2,5,2,4,34516.0,2099,26,0.857,0.061,5,5,0,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,0,1,6,1,2,1438.3,680,55,0.571,0.473,0,7,5,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,2,4,2,4,12609.0,2517,49,0.531,0.2,1,6,4,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,2,1,4,2,4,19159.0,2108,52,0.576,0.11,1,5,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,1,4,1,4,9642.0,2517,35,0.458,0.261,7,6,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,4,2,5,3,3,8396.0,1672,35,0.75,0.199,6,3,0,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,5,3,2,6978.0,1148,26,1.0,0.165,6,1,0,8,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,3,3,4,2459.0,1733,62,0.632,0.705,2,3,6,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,2,5,2,2,12956.0,0,56,0.931,0.0,1,0,5,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,5,1,3,3,4,7128.0,1560,44,0.76,0.219,6,3,3,7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,2,6,2,2,18749.0,1314,33,0.435,0.07,1,2,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,3,1,6,3,2,2193.0,1260,47,0.567,0.575,2,1,3,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,3,2,3,4522.0,1861,38,0.727,0.412,4,4,2,6,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,4,1,3,1,4,2157.0,574,33,0.32,0.266,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,1,3,1,3,1,2,11927.0,675,36,0.636,0.057,7,7,0,5,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,2,1,6,1,4,11341.0,0,46,0.586,0.0,7,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,4,1,4,3,3,7345.0,1814,30,0.25,0.247,6,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,2,1,3,3,4,6036.0,1409,45,0.364,0.233,6,2,3,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,2,6,1,3,2096.0,1567,49,1.042,0.748,2,3,4,9,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,4,1,3,1906.0,1271,37,0.682,0.667,2,1,0,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,3,5,2,4,5039.0,0,23,0.769,0.0,4,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,1,2,1,2,6214.0,1147,35,0.75,0.185,6,1,0,6,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,3,1,3,1512.0,810,44,0.571,0.536,2,7,3,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,4,3,4,34516.0,733,60,0.538,0.021,5,7,5,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0,1,1,4,3,3,3346.0,922,21,0.75,0.276,4,7,0,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,3,2,3,2,3,34516.0,0,24,0.263,0.0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,2,1,5,2,4,6660.0,1362,51,0.759,0.205,6,2,4,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,1,5,2,3,2234.0,1865,59,0.439,0.835,2,4,5,1,7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,5,4,2,9671.0,704,66,0.941,0.073,7,7,7,8,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,2,5,3,2,6605.0,1479,47,0.679,0.224,6,3,3,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,0,4,3,2,3083.0,1898,30,2.0,0.616,4,4,0,9,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,2,2,5,1,2,5456.0,951,27,0.588,0.174,6,7,0,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,2,4,1,2,4394.0,0,43,0.536,0.0,4,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,0,1,1,5,1,4,4088.0,1557,39,0.857,0.381,4,3,2,8,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,2,5,3,3,3930.0,0,42,0.355,0.0,4,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1,3,2,4,4188.0,1147,25,1.083,0.274,4,1,0,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,1,1,3,3,0,3637.0,1998,56,0.931,0.549,4,5,5,8,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,3,2,4,2,2,11521.0,1147,68,1.125,0.1,7,1,7,9,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,3,1,6,2,2,2253.0,1667,45,0.667,0.74,2,3,3,6,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,1,2,6,2,4,2339.0,2080,45,0.452,0.889,2,5,3,1,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,4,2,6,1,2,30503.0,2517,47,0.306,0.083,3,6,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,0,5,3,2,4596.0,0,62,0.722,0.0,4,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,2,1,1,3,3,5701.0,2517,32,0.524,0.442,6,6,0,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,5,6,3,3221.0,0,40,0.6,0.0,4,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,5,3,3,3022.0,1142,21,0.615,0.378,4,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,5,2,4,2699.0,1609,56,0.806,0.596,2,3,5,7,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,1,1,3,3,3,2210.0,1624,37,0.48,0.735,2,3,0,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,5,3,4,1438.3,0,38,0.81,0.0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,1,2,1,3,3,4,2041.0,1687,45,0.552,0.827,2,3,3,3,7,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,1,4,2,2,3250.0,1698,58,0.568,0.522,4,3,5,3,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,2,6,3,4,1643.0,1101,50,0.471,0.67,2,8,4,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,2,4,3,2,34516.0,0,60,1.069,0.0,5,0,5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,3,2,4,3,3,29543.0,1164,27,0.35,0.039,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,2,1,6,3,2,3158.0,0,63,0.969,0.0,4,0,6,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,1,6,2,3,2899.0,1999,35,0.591,0.69,4,5,0,4,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,4,1,4,1,3,2972.0,2160,62,0.676,0.727,4,5,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,6,2,2,5645.0,0,32,0.455,0.0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,6,3,2,2463.0,1751,58,0.758,0.711,2,3,5,7,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,2,1,5,3,4,1438.3,0,40,0.739,0.0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,3,3,3,34516.0,1477,50,0.724,0.043,5,3,4,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,3,1,6,2,2,2897.0,1601,25,0.471,0.553,4,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,4,2,0,5391.0,0,56,0.6,0.0,6,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,5,2,4,2870.0,2284,74,0.574,0.796,4,5,8,4,7,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,1,3,2,4,23959.0,2517,45,0.667,0.105,3,6,3,6,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,3,1,5,2,2,14918.0,2028,35,1.059,0.136,1,5,0,9,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,2,3,3,2,3590.0,1924,37,0.762,0.536,4,4,0,7,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,0,1,3,3,2,2297.0,0,51,0.417,0.0,2,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1,3,2,4,25058.0,1710,55,0.528,0.068,3,3,5,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,1,3,2,2,7418.0,396,26,1.0,0.053,6,0,0,8,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,1,0,4,3,2,3012.0,0,23,0.278,0.0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,3,2,3,1,4,4562.0,1721,50,1.5,0.377,4,3,4,9,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,2,1,6,2,2,10723.0,1529,63,0.703,0.143,7,3,6,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,2,1,6,2,3,1578.0,760,43,0.955,0.482,2,7,3,8,4,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,1,4,2,4,2094.0,1560,41,0.367,0.745,2,3,2,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,5,1,3,4138.0,0,50,0.613,0.0,4,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,3,1,2,5417.0,1904,56,0.556,0.351,6,4,5,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,1,6,3,3,34516.0,1047,30,0.429,0.03,5,8,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0,1,0,1,6,1,2,9592.0,1968,55,0.447,0.205,7,5,5,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,4,2,3,1,3,8881.0,2145,49,0.815,0.242,6,5,4,7,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,1,3,3,4,1438.3,0,49,0.581,0.0,0,0,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,1,3,3,3,3893.0,1157,39,0.773,0.297,4,1,2,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,1,1,5,2,4,3242.0,799,37,0.028,0.246,4,7,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1,1,2,3,3,3,6035.0,1392,32,0.6,0.231,6,2,0,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,6,3,2,17642.0,1846,54,0.862,0.105,1,4,4,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,2,6,3,3,4327.0,0,48,0.297,0.0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,4,2,3,1,3,34516.0,0,26,0.3,0.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,3,5,1,3,4852.0,1777,55,1.037,0.366,4,4,5,9,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1,2,2,5,3,3,7147.0,1424,50,1.273,0.199,6,2,4,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1,1,1,6,3,3,10320.0,1799,45,0.5,0.174,7,4,3,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,4,2,2,3297.0,2297,56,0.556,0.697,4,5,5,3,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,5,2,2,9981.0,807,30,0.667,0.081,7,7,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,2,1,5,3,3,3329.0,1092,33,0.833,0.328,4,8,0,7,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,1,6,3,4,5991.0,1993,53,0.767,0.333,6,5,4,7,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,3,1,3,3235.0,2517,43,0.87,0.778,4,6,3,8,6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,1,3,3,3,6259.0,1063,50,0.515,0.17,6,8,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,1,6,3,2,2541.0,1616,27,0.588,0.636,2,3,0,4,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,6,2,4,21351.0,2517,32,0.882,0.118,1,6,0,8,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,1,3,2,4,8998.0,1471,48,0.371,0.163,6,3,4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,4,1,3,3,4,10247.0,1600,44,0.692,0.156,7,3,3,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,1,6,3,2,20311.0,1655,34,0.308,0.081,1,3,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,2,2,6,1,4,33182.0,1997,43,0.87,0.06,5,5,3,8,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,3,1,4,5,4,1686.0,1252,42,1.1,0.743,2,1,3,9,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,1,3,2,2,2,3,4742.0,855,24,0.5,0.18,4,7,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,3,1,5,1,3,1726.0,1215,48,0.548,0.704,2,1,4,3,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,4,2,4,8420.0,1389,34,0.545,0.165,6,2,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,0,1,4,3,4,3352.0,1713,50,0.667,0.511,4,3,4,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,4,2,5,2,2,6648.0,2242,60,0.579,0.337,6,5,5,4,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,3,0,4,3,3,2335.0,1845,33,0.269,0.79,2,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,4,3,2,12397.0,1001,42,0.448,0.081,1,8,3,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,2,1,5,1,4,1438.3,708,43,0.483,0.492,0,7,3,1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
0,0,1,2,3,6,4,2240.0,1601,70,0.75,0.715,2,3,7,6,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,5,2,4,3,4,5330.0,1161,43,0.387,0.218,6,1,3,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,1,1,3,3,3,1795.0,794,59,1.107,0.442,2,7,5,9,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,2,1,3,1,4,5741.0,1894,51,0.962,0.33,6,4,4,8,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,1,1,4,3,3,2002.0,1248,40,0.905,0.623,2,1,2,8,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,1,2,6,3,2,25662.0,1515,36,0.636,0.059,3,3,0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,2,3,1,4,22103.0,1515,29,0.318,0.069,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0,5,1,3,1,3,1438.3,0,40,0.6,0.0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,0,3,1,5,2,2,12355.0,0,28,0.273,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,3,1,4,1,2,2000.0,0,42,0.75,0.0,2,0,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,2,6,2,2,8713.0,1354,36,0.333,0.155,6,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,5,0,4,1,4,9165.0,0,56,0.647,0.0,7,0,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,1,1,5,1,2,11583.0,631,55,0.774,0.054,7,7,5,7,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,4,1,4,3,3,1438.3,702,53,0.606,0.488,0,7,4,4,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,2,1,3,1,2,8149.0,0,30,0.111,0.0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,1,3,1,3,2,3,3616.0,1151,21,0.75,0.318,4,1,0,6,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,1,3,3,6,2,4,8434.0,2222,27,0.929,0.263,6,5,0,8,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,3,1,3,3,2,9791.0,1311,59,0.513,0.134,7,2,5,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,2,2,5,2,3,8444.0,1945,74,0.609,0.23,6,4,8,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,0,3,1,4,2228.0,1003,44,0.467,0.45,2,8,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,3,1,5,1,1,12211.0,0,29,0.526,0.0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,1,6,3,4,1438.3,0,38,0.31,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,3,1,5,3,3,1586.0,1038,24,0.714,0.654,2,8,0,6,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,2,3,3,3,2247.0,1045,31,0.55,0.465,2,8,0,3,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,3,2,3,4,3,2789.0,1584,60,0.714,0.568,2,3,5,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,3,2,3,4241.0,0,45,0.731,0.0,4,0,3,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,5,1,3,8398.0,1892,29,0.526,0.225,6,4,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,3,2,6,3,3,4112.0,768,40,0.429,0.187,4,7,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,2,0,6,2,3,15578.0,1383,71,0.614,0.089,1,2,7,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,4,1,6,2,2,4008.0,1636,43,0.955,0.408,4,3,3,8,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,6,1,3,12766.0,0,28,0.647,0.0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,2,2,5,2,4,3438.0,1129,56,0.436,0.328,4,8,5,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,3,1,2,16692.0,2446,29,0.45,0.147,1,5,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,2,1,4,2,2,4066.0,1639,56,0.931,0.403,4,3,5,8,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,3,1,5,2,3,13080.0,0,44,0.571,0.0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,2,4,1,2,1934.0,1070,61,0.452,0.553,2,8,6,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,6,2,3,3230.0,2517,57,0.425,0.779,4,6,5,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1,6,2,4,3615.0,1699,40,0.538,0.47,4,3,2,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,3,4,2,2,1801.0,0,62,1.48,0.0,2,0,6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,1,0,2,4,3,4,2665.0,1567,64,0.455,0.588,2,3,6,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0,1,4,1,5,3,2,28822.0,2517,35,0.296,0.087,3,6,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,2,2,6,3,2,14632.0,1158,36,0.5,0.079,1,1,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,5,3,3,6715.0,1314,41,0.519,0.196,6,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,2,1,3,2,3,6658.0,1761,40,0.6,0.264,6,4,2,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0,2,2,6,2,3,3360.0,1219,30,1.0,0.363,4,1,0,8,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,1,5,3,2,14853.0,0,41,0.519,0.0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,2,1,3,3,4,4800.0,1212,62,0.879,0.252,4,1,6,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,2,5,1,2,4610.0,0,49,0.4,0.0,4,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,4,1,3,3,4,1438.3,981,33,0.65,0.682,0,8,0,5,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1,0,2,6,4,3,8377.0,1211,44,1.2,0.145,6,1,3,9,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1,3,2,4,5,4,4147.0,1719,44,0.571,0.415,4,3,3,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,1,6,1,4,2644.0,2207,30,0.765,0.835,2,5,0,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,3,5,3,4,13355.0,1631,37,0.85,0.122,1,3,0,7,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,2,0,5,2,2,3251.0,1887,67,0.763,0.58,4,4,7,7,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,2,2,5,3,4,2100.0,950,74,1.114,0.452,2,7,8,9,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1,1,5,3,4,3566.0,1401,54,0.8,0.393,4,2,4,7,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,0,4,1,5,1,3,14915.0,1111,35,0.667,0.074,1,8,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,2,1,3,1,4,13003.0,0,40,1.105,0.0,1,0,2,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,1,5,3,4,2492.0,1424,30,0.364,0.571,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,0,4,1,5,2,3,1758.0,1180,41,0.367,0.671,2,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
